iter	Passed	Remaining
325	623	1289
326	625	1286
327	626	1283
328	627	1280
329	629	1277
330	630	1273
331	631	1270
332	632	1267
333	634	1264
334	635	1261
335	636	1258
336	638	1255
337	639	1252
338	640	1249
339	642	1246
340	643	1243
341	644	1240
342	646	1237
343	647	1234
344	648	1231
345	650	1228
346	651	1226
347	653	1223
348	654	1220
349	655	1217
350	657	1215
351	658	1212
352	659	1209
353	661	1206
354	662	1203
355	663	1201
356	665	1198
357	666	1195
358	667	1192
359	669	1189
360	670	1186
361	671	1183
362	673	1181
363	674	1178
364	675	1175
365	677	1173
366	678	1170
367	679	1167
368	681	1164
369	682	1162
370	683	1159
371	685	1156
372	686	1153
373	687	1150
374	689	1148
375	690	1145
376	691	1143
377	693	1140
378	694	1137
379	695	1135
380	696	1132
381	698	1129
382	699	1127
383	700	1124
384	702	1121
385	703	1119
386	704	1116
387	706	1114
388	707	1111
389	709	1108
390	710	1106
391	711	1103
392	712	1101
393	714	1098
394	715	1095
395	716	1093
396	718	1090
397	719	1088
398	720	1085
399	722	1083
400	724	1081
401	725	1079
402	726	1076
403	728	1074
404	729	1071
405	730	1069
406	732	1066
407	733	1064
408	734	1061
409	736	1059
410	737	1056
411	739	1054
412	740	1052
413	741	1050
414	743	1047
415	744	1045
416	745	1042
417	747	1040
418	748	1037
419	749	1035
420	751	1032
421	752	1030
422	754	1028
423	755	1026
424	756	1023
425	758	1021
426	759	1019
427	760	1016
428	762	1014
429	763	1011
430	764	1009
431	766	1007
432	767	1004
433	768	1002
434	770	1000
435	771	997
436	772	995
437	774	993
438	775	991
439	776	988
440	778	986
441	779	983
442	780	981
443	782	979
444	783	976
445	784	974
446	786	972
447	787	970
448	788	968
449	790	965
450	791	963
451	792	961
452	794	958
453	795	956
454	796	954
455	798	952
456	799	949
457	800	947
458	802	945
459	803	943
460	804	941
461	806	938
462	807	936
463	808	934
464	810	932
465	811	929
466	812	927
467	814	925
468	815	923
469	816	921
470	818	918
471	819	916
472	820	914
473	822	912
474	823	910
475	824	908
476	826	905
477	827	903
478	828	901
479	830	899
480	831	897
481	832	894
482	834	892
483	835	890
484	836	888
485	838	886
486	839	884
487	840	882
488	842	880
489	843	877
490	844	875
491	846	873
492	847	871
493	848	869
494	849	867
495	851	865
496	852	863
497	854	861
498	855	858
499	856	856
500	858	854
501	859	852
502	860	850
503	862	848
504	863	846
505	864	844
506	866	842
507	867	840
508	868	838
509	870	835
510	871	833
511	872	831
512	874	829
513	875	827
514	876	825
515	877	823
516	879	821
517	880	819
518	881	817
519	883	815
520	884	813
521	886	811
522	887	809
523	888	807
524	890	805
525	891	803
526	892	801
527	894	799
528	895	797
529	896	795
530	897	793
531	899	791
532	900	789
533	902	787
534	903	785
535	904	783
536	906	781
537	907	779
538	908	777
539	910	775
540	911	773
541	912	771
542	914	769
543	915	767
544	917	765
545	918	763
546	919	761
547	921	759
548	922	757
549	923	755
550	925	753
551	926	751
552	927	749
553	929	747
554	930	745
555	931	744
556	933	742
557	934	740
558	935	738
559	937	736
560	938	734
561	939	732
562	940	730
563	942	728
564	943	726
565	944	724
566	946	722
567	947	720
568	949	718
569	950	717
570	951	715
571	953	713
572	954	711
573	956	709
574	957	707
575	958	705
576	960	703
577	961	701
578	962	700
579	964	698
580	965	696
581	967	694
582	968	692
583	969	690
584	971	689
585	972	687
586	974	685
587	975	683
588	977	681
589	978	680
590	979	678
591	981	676
592	983	674
593	984	672
594	985	671
595	987	669
596	988	667
597	990	665
598	991	663
599	993	662
600	994	660
601	995	658
602	997	656
603	999	654
604	1000	653
605	1001	651
606	1003	649
607	1004	647
608	1006	645
609	1007	644
610	1008	642
611	1010	640
612	1011	638
613	1013	636
614	1014	635
615	1016	633
616	1017	631
617	1018	629
618	1020	627
619	1021	626
620	1023	624
621	1024	622
622	1026	620
623	1027	619
624	1028	617
625	1030	615
626	1031	613
627	1032	611
628	1034	610
629	1035	608
630	1036	606
631	1038	604
632	1039	602
633	1040	600
634	1042	598
635	1043	597
636	1044	595
637	1046	593
638	1047	591
639	1048	589
640	1050	588
641	1051	586
642	1052	584
643	1053	582
644	1055	580
645	1056	578
646	1057	577
647	1059	575
648	1060	573
649	1062	571
650	1063	570
651	1064	568
652	1066	566
653	1067	564
654	1068	562
655	1070	561
656	1071	559
657	1072	557
658	1074	555
659	1075	554
660	1077	552
661	1079	550
662	1080	549
663	1082	547
664	1083	545
665	1085	544
666	1086	542
667	1087	540
668	1089	538
669	1090	537
670	1091	535
671	1093	533
672	1094	531
673	1096	530
674	1097	528
675	1098	526
676	1100	524
677	1101	523
678	1102	521
679	1103	519
680	1105	517
681	1106	515
682	1107	514
683	1109	512
684	1110	510
685	1111	508
686	1113	507
687	1114	505
688	1115	503
689	1117	501
690	1118	500
691	1119	498
692	1121	496
693	1122	494
694	1123	493
695	1125	491
696	1126	489
697	1127	488
698	1129	486
699	1130	484
700	1132	482
701	1133	481
702	1134	479
703	1136	477
704	1137	475
705	1138	474
706	1140	472
707	1141	470
708	1143	469
709	1144	467
710	1146	465
711	1147	464
712	1149	462
713	1150	460
714	1152	459
715	1153	457
716	1155	456
717	1156	454
718	1158	452
719	1159	450
720	1160	449
721	1162	447
722	1163	445
723	1164	444
724	1166	442
725	1167	440
726	1168	438
727	1170	437
728	1171	435
729	1172	433
730	1174	432
731	1175	430
732	1177	428
733	1178	427
734	1179	425
735	1181	423
736	1182	422
737	1183	420
738	1185	418
739	1186	416
740	1187	415
741	1189	413
742	1190	411
743	1192	410
744	1193	408
745	1194	406
746	1196	405
747	1197	403
748	1198	401
749	1200	400
750	1201	398
751	1202	396
752	1204	394
753	1205	393
754	1206	391
755	1208	389
756	1209	388
757	1210	386
758	1212	384
759	1213	383
760	1214	381
761	1216	379
762	1217	378
763	1218	376
764	1220	374
765	1221	373
766	1222	371
767	1224	369
768	1225	368
769	1226	366
770	1228	364
771	1229	363
772	1231	361
773	1232	359
774	1233	358
775	1235	356
776	1236	354
777	1237	353
778	1239	351
779	1240	349
780	1241	348
781	1243	346
782	1244	344
783	1245	343
784	1247	341
785	1248	339
786	1249	338
787	1251	336
788	1252	334
789	1253	333
790	1255	331
791	1256	330
792	1258	328
793	1259	326
794	1260	325
795	1262	323
796	1263	321
797	1264	320
798	1266	318
799	1267	316
800	1268	315
801	1270	313
802	1271	311
803	1272	310
804	1274	308
805	1275	307
806	1277	305
807	1278	303
808	1279	302
809	1280	300
810	1282	298
811	1283	297
812	1284	295
813	1286	293
814	1287	292
815	1289	290
816	1290	289
817	1291	287
818	1293	285
819	1294	284
820	1295	282
821	1297	280
822	1298	279
823	1299	277
824	1301	275
825	1302	274
826	1304	272
827	1305	271
828	1306	269
829	1307	267
830	1309	266
831	1310	264
832	1311	263
833	1313	261
834	1314	259
835	1315	258
836	1317	256
837	1318	254
838	1320	253
839	1321	251
840	1322	250
841	1324	248
842	1325	246
843	1326	245
844	1328	243
845	1329	242
846	1330	240
847	1332	238
848	1333	237
849	1334	235
850	1336	233
851	1337	232
852	1338	230
853	1340	229
854	1341	227
855	1342	225
856	1344	224
857	1345	222
858	1346	221
859	1348	219
860	1349	217
861	1350	216
862	1352	214
863	1353	213
864	1354	211
865	1355	209
866	1357	208
867	1358	206
868	1359	205
869	1361	203
870	1362	201
871	1363	200
872	1365	198
873	1366	196
874	1367	195
875	1369	193
876	1370	192
877	1371	190
878	1373	189
879	1374	187
880	1376	185
881	1377	184
882	1378	182
883	1380	181
884	1381	179
885	1382	177
886	1384	176
887	1385	174
888	1386	173
889	1388	171
890	1389	169
891	1391	168
892	1392	166
893	1393	165
894	1395	163
895	1396	162
896	1397	160
897	1399	158
898	1400	157
899	1401	155
900	1403	154
901	1404	152
902	1405	151
903	1407	149
904	1408	147
905	1410	146
906	1411	144
907	1412	143
908	1413	141
909	1415	139
910	1416	138
911	1417	136
912	1419	135
913	1420	133
914	1421	132
915	1423	130
916	1424	128
917	1426	127
918	1427	125
919	1428	124
920	1430	122
921	1431	121
922	1432	119
923	1434	117
924	1435	116
925	1436	114
926	1438	113
927	1439	111
928	1441	110
929	1442	108
930	1443	106
931	1445	105
932	1446	103
933	1447	102
934	1449	100
935	1450	99
936	1451	97
937	1453	96
938	1454	94
939	1455	92
940	1457	91
941	1458	89
942	1459	88
943	1461	86
944	1462	85
945	1463	83
946	1465	81
947	1466	80
948	1467	78
949	1469	77
950	1470	75
951	1472	74
952	1473	72
953	1474	71
954	1476	69
955	1477	68
956	1478	66
957	1480	64
958	1481	63
959	1482	61
960	1484	60
961	1485	58
962	1486	57
963	1488	55
964	1489	54
965	1491	52
966	1492	50
967	1493	49
968	1495	47
969	1496	46
970	1497	44
971	1498	43
972	1500	41
973	1501	40
974	1503	38
975	1504	37
976	1506	35
977	1507	33
978	1508	32
979	1509	30
980	1511	29
981	1512	27
982	1513	26
983	1515	24
984	1516	23
985	1517	21
986	1519	20
987	1520	18
988	1522	16
989	1523	15
990	1525	13
991	1526	12
992	1527	10
993	1529	9
994	1530	7
995	1531	6
996	1532	4
997	1534	3
998	1535	1
999	1537	0
